,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.8087737555889793,0.83701978869711,0.33238856355676677,0.27414335555186314,0.40512799512834813,0.35269803704512986
vol01_freq02_amp02,0.6551217278736227,0.5912805757386747,0.4679687810263611,0.6192276058992056,0.5959847645830486,0.696212449968297
vol01_freq03_amp01,0.5980140228724121,0.7154688598141673,0.5831150598256761,0.47290052163712265,0.6911647920279855,0.5526654811694977
vol01_freq03_amp02,0.5563267471122642,0.6345700319062382,0.6636043921220959,0.5953156049684211,0.7323837536209434,0.6717975570294246
vol03_freq02_amp01,0.9309303072238623,0.9304946864260276,0.19337782430571668,0.11562469983912291,0.23076203586148647,0.1538250580239954
vol03_freq02_amp02,0.7662768140578173,0.7799687458405231,0.37352982403909935,0.4094672910266793,0.437779485728762,0.4681432918962752
vol03_freq03_amp01,0.6732458919272343,0.8370362190375494,0.5336384188211668,0.27965901642654906,0.5892227841365935,0.34676842643396316
vol03_freq03_amp02,0.720655018433265,0.8397601953388725,0.41664631940427654,0.30443465462775343,0.5209945427993361,0.3517444398461677
vol04_freq02_amp01,0.7950295191967488,0.8184562635197022,0.3489658647568442,0.26464633565876905,0.42352863087204856,0.34779137709676233
vol04_freq02_amp02,0.6694116807741329,0.7734590757866094,0.5880266923997232,0.3646267131256643,0.6227669076568588,0.44980706100732953
vol04_freq03_amp01,0.6156164530114621,0.7309998850371657,0.6023822358673927,0.4157067877183481,0.666556982974151,0.4892157994428068
vol04_freq03_amp02,0.6458798384218422,0.6277780717334774,0.5018186672971409,0.5393563378419595,0.6016727706682454,0.6457012560664297
vol05_freq02_amp01,0.8339673522023627,0.8589216619998502,0.2347294412469326,0.19699646149299774,0.30991613774157045,0.271471273721427
vol05_freq02_amp02,0.8788203609124152,0.8480112108388821,0.16796473002436813,0.3010708404891207,0.23019349463421065,0.3550516693240761
vol05_freq03_amp01,0.9764807252836798,1.0223600898026846,0.3411161865117231,0.09571126564986322,0.3283299447552211,0.11465774887678737
vol05_freq03_amp02,0.7572065656605367,0.7768041008833921,0.4786422817040248,0.36941695427218396,0.3866059539604608,0.26345537648920797
vol08_freq02_amp01,0.6785950467181063,0.8215228794287115,0.5149694043653655,0.24848644893828045,0.6020264297552148,0.35941211610930723
vol08_freq02_amp02,0.6293823393435249,0.5906101068742994,0.6710943038127865,0.5897798028212813,0.6758964539242901,0.6954479379084935
vol08_freq03_amp01,0.5917802771498739,0.5890522229503967,0.7095287586498242,0.5388815371502086,0.7194355743715434,0.6718289651910396
vol08_freq03_amp02,0.5109983822606947,0.6093143604345151,0.7113652161689521,0.5998297254607996,0.7746125987818354,0.6669019766762139
vol10_freq02_amp01,0.7493661752188361,0.7609465341620661,0.42904935520923715,0.391188011949203,0.5071253812008691,0.43186423258381645
vol10_freq02_amp02,0.5948248337431641,0.6520845306767411,0.5182555817329954,0.41898624299146936,0.6726287833360888,0.5601404782909278
vol10_freq03_amp01,0.6685447881175035,0.7075340304251297,0.5002577900068755,0.35534025864790497,0.5822044134458786,0.48233221259449127
vol10_freq03_amp02,0.8847637971025609,0.7349144582824093,0.2309948800186782,0.5348706501925179,0.08683259423651475,0.44631722265247775
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.7162505175086209,0.7536820244014665,0.4630596072030843,0.3873194635157204,0.5164063835917294,0.4518854768935144
std,0.12310704439515717,0.11438378300324442,0.16033967345714306,0.15189476125720625,0.18291665888328013,0.16872226463800055
min,0.5109983822606947,0.5890522229503967,0.16796473002436813,0.09571126564986322,0.08683259423651475,0.11465774887678737
25%,0.6259408677605092,0.6477059059841154,0.3470034451955639,0.2782801012078776,0.4004974848363763,0.3507561741588164
50%,0.6759204693226704,0.7672028049743378,0.48945003585545016,0.3803024831106935,0.5857135987912361,0.44806214182990367
75%,0.7984655782948065,0.8370238962822198,0.5843429679691878,0.5358733719319406,0.6680749330646354,0.5815306727348033
max,0.9764807252836798,1.0223600898026846,0.7113652161689521,0.6192276058992056,0.7746125987818354,0.696212449968297
