,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.760461368962509,0.7601734871875269,0.3054372888694295,0.3174029080950996,0.4197958642161596,0.43186423241776395
vol01_freq02_amp02,0.6258260814195304,0.5803919109641512,0.4669206334818437,0.5634109858121193,0.6252447270307173,0.6996772397456026
vol01_freq03_amp01,0.547686494518795,0.6459997972814513,0.5790737634984111,0.4920180562519079,0.734817685583444,0.6165721642669416
vol01_freq03_amp02,0.5023281807740804,0.6083909471577982,0.6590981088844293,0.5952537966103193,0.7810685829317148,0.6689409363585666
vol03_freq02_amp01,0.9018716748734911,0.8174425534326223,0.22157094063247712,0.2055815991009279,0.255985160359421,0.302236354306816
vol03_freq02_amp02,0.7597084296322895,0.7410903747777994,0.32451608216865724,0.4017977006231905,0.42512588580743893,0.5025307263891968
vol03_freq03_amp01,0.6326367664938716,0.7890075790615945,0.5058729327329456,0.34974808498543375,0.6254953524361455,0.43190649961856264
vol03_freq03_amp02,0.6986429864919975,0.8216765936612218,0.4272443227917464,0.30704724986324505,0.5467059543739586,0.3608310915808117
vol04_freq02_amp01,0.727811760427544,0.8069058018341404,0.3467251591242152,0.22460024674986273,0.47658056008392863,0.32378447590152193
vol04_freq02_amp02,0.6445018556587084,0.7345309886976661,0.5466773872583436,0.37865358684714046,0.6209676134289371,0.4922979315992156
vol04_freq03_amp01,0.5881021168400123,0.7266789998300955,0.5564300447560433,0.37307434593721045,0.6790104391089111,0.47646081697468495
vol04_freq03_amp02,0.6195310957176078,0.6318062276631844,0.5087707568973295,0.5014860629534483,0.638291245562669,0.6337491424605642
vol05_freq02_amp01,0.8005190585186337,0.8012300415518145,0.20644986466387452,0.21574671724566397,0.30334174502711714,0.3210492754098165
vol05_freq02_amp02,0.8528358496237396,0.7875913090408148,0.1656264131543601,0.33360396440543894,0.24492431535614728,0.41442343594264397
vol05_freq03_amp01,0.9242607922260372,0.9804632483780584,0.3312134529935446,0.08358041152101825,0.3376793512954728,0.10911699713570228
vol05_freq03_amp02,0.6539107009818474,0.805462085210682,0.5317656208158187,0.31857591669008234,0.614069063437838,0.17579975378251728
vol08_freq02_amp01,0.6448790580240242,0.7650456998518333,0.5199619660944567,0.2645844964194041,0.6400996210872631,0.4200284996503745
vol08_freq02_amp02,0.5999888088475425,0.5674918143579073,0.6303358407592698,0.5917250694598626,0.687003114147901,0.7291303591803575
vol08_freq03_amp01,0.551918511065655,0.5864475935143543,0.7143469119269202,0.5288797152839381,0.742143988412476,0.6800905652636368
vol08_freq03_amp02,0.4946473978029017,0.5772400909401069,0.7477732717073937,0.5863872645521281,0.7944536013692075,0.6924561155487183
vol10_freq02_amp01,0.725203311515561,0.7257110043860027,0.4118564217738469,0.39346853897999207,0.517221157939962,0.486978781611298
vol10_freq02_amp02,0.6116775193649187,0.6368213897459868,0.48850783434512723,0.40473984285918513,0.6474320114046536,0.587274286751763
vol10_freq03_amp01,0.6465355649357283,0.6952729452025866,0.5090467176300142,0.3642238329397819,0.6219779667771039,0.5140966665031161
vol10_freq03_amp02,0.6449066590809613,0.7599047383905511,0.47137160268849615,0.5544998603318841,0.5534249810418392,0.35269819531557806
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.6733496684915828,0.7230323842549979,0.4656913891520415,0.3895870939382618,0.5638691661758511,0.4759997726548238
std,0.11486100102149006,0.10181274081424962,0.15405285710827593,0.13917413943447066,0.16024223976518553,0.16691420819165034
min,0.4946473978029017,0.5674918143579073,0.1656264131543601,0.08358041152101825,0.24492431535614728,0.10911699713570228
25%,0.6087553417355747,0.6355675992252862,0.34284723259154753,0.31481399353713596,0.4637168915148062,0.3587978675145033
50%,0.6448928585524928,0.7378106817377328,0.49719038353903644,0.37586396639217545,0.6214727901030206,0.48171979929299147
75%,0.7357859277287304,0.7920631946841494,0.5491155516327685,0.5083344760360707,0.6553266183307179,0.6208664088153473
max,0.9242607922260372,0.9804632483780584,0.7477732717073937,0.5952537966103193,0.7944536013692075,0.7291303591803575
