,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.7778844732944517,0.7728057732661521,0.28615495185409684,0.31761098383660796,0.3963650542559009,0.42686682837045037
vol01_freq02_amp02,0.6544502529564934,0.5943862653981964,0.45853223030917967,0.5540357449512245,0.6047659442141792,0.6875732142424164
vol01_freq03_amp01,0.5637022677422755,0.6507523001388001,0.5586339767937875,0.5246545355391558,0.7147733319265097,0.6147741804306293
vol01_freq03_amp02,0.521645870431318,0.5962166912651422,0.6765067892689017,0.6143175896545822,0.7596754017904123,0.6863142723243775
vol03_freq02_amp01,0.883748205594123,0.8716332568084133,0.17508411527861623,0.15011657358766184,0.2390969593886983,0.22325724178999948
vol03_freq02_amp02,0.7207407183994796,0.7720505763743258,0.40936930278806216,0.426395153692029,0.511046370010807,0.48799323638463177
vol03_freq03_amp01,0.6232494519550399,0.797018917648165,0.5215902651457912,0.3387796996831798,0.6326794267500104,0.416996254764997
vol03_freq03_amp02,0.7169620418487215,0.7866488138169966,0.3906508278301263,0.3211463800351831,0.5123348052725476,0.38435592673616564
vol04_freq02_amp01,0.7512161119807774,0.7789878132735771,0.3429847368786438,0.25535433144191966,0.45584004233436165,0.36806747874777335
vol04_freq02_amp02,0.6478035443593837,0.7546336449836037,0.5627933360480717,0.3395358597351431,0.6268547935619442,0.45543765521689233
vol04_freq03_amp01,0.5995796385830268,0.7355261743722171,0.5584675050579316,0.39154093715958965,0.669550749843267,0.478436417505918
vol04_freq03_amp02,0.608787402564794,0.6419963112615654,0.5203758680095841,0.529920652724835,0.6527539276471481,0.6345332958698704
vol05_freq02_amp01,0.846315204902554,0.7924804996424166,0.1864949719945299,0.2306965469558202,0.2518836915535789,0.34560980258635415
vol05_freq02_amp02,0.8439827420160134,0.8008994311936378,0.1989378348568104,0.28605862868433396,0.28221936898075156,0.37206235218073747
vol05_freq03_amp01,0.9348600577277865,0.974410744726796,0.3487345322575478,0.07676155004567498,0.3444304879358932,0.10143044630987816
vol05_freq03_amp02,0.6852814432553515,0.7639868190258988,0.5323908533952825,0.3611282179103809,0.5768309290896854,0.27137192457794446
vol08_freq02_amp01,0.609577710611158,0.7684798473731242,0.5337160898423253,0.30824751847446746,0.6683788678209542,0.44167559959042924
vol08_freq02_amp02,0.6084826438565765,0.5680963732440938,0.6422430013108763,0.6128132794375983,0.68565699977648,0.7277866186245218
vol08_freq03_amp01,0.561870578082507,0.6067837850363319,0.704737163418348,0.5040174270622176,0.7355695409671829,0.65634047919602
vol08_freq03_amp02,0.5180234884159545,0.573302210578636,0.7317587067128152,0.6159711204350248,0.775358279169388,0.6955309026340224
vol10_freq02_amp01,0.7276215486250419,0.7343525939436886,0.39331588219878233,0.38159636157303234,0.4935295295668518,0.46732668574865166
vol10_freq02_amp02,0.5897505609450977,0.614443853629198,0.5144262377737711,0.45546518489226656,0.6818576786765904,0.6130306616040386
vol10_freq03_amp01,0.6535659224829945,0.7100143973369862,0.5036023834747902,0.3584247828566571,0.6085760285131416,0.4805496661629614
vol10_freq03_amp02,0.5898219160742583,0.6906895124039042,0.5519702541320853,0.495446654187511,0.687310055296667,0.5321451522961232
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.6766218248627158,0.7229415252809112,0.4709779923596149,0.39375148810650407,0.5653057610142896,0.48206109557899185
std,0.11477949831765767,0.1013143206552715,0.1566805491097268,0.14427440064037927,0.16181157324494447,0.16154097464078201
min,0.5180234884159545,0.5680963732440938,0.17508411527861623,0.07676155004567498,0.2390969593886983,0.10143044630987816
25%,0.5971402079558347,0.6351081968534735,0.38017175393698166,0.3152701174960728,0.48410715775872926,0.3812825330973086
50%,0.6506847334211892,0.7450799096779104,0.5174010528916776,0.3713622897417066,0.6177154110375429,0.47288155162728485
75%,0.7335201894639758,0.780903063409432,0.5585091229918956,0.5091767041814521,0.6828075089515628,0.6197139592904395
max,0.9348600577277865,0.974410744726796,0.7317587067128152,0.6159711204350248,0.775358279169388,0.7277866186245218
