,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.8539740421028496,0.7925667323485952,0.3242505913469048,0.3588716272710706,0.35941058263526826,0.43224175904181444
vol01_freq02_amp02,0.7143321103586135,0.6478087074720712,0.5052764312471485,0.5548054778411466,0.5543487871102495,0.6343148048982656
vol01_freq03_amp01,0.627343558646311,0.6909512801241953,0.5918674498320016,0.4856440829637213,0.6623057996309687,0.5643916169038267
vol01_freq03_amp02,0.5902281384076283,0.6395780074465326,0.6340695765987087,0.5586612907265388,0.6845304961494758,0.6352246513464551
vol03_freq02_amp01,0.94901052208715,0.9165259814300435,0.19380998678237404,0.16379713671162596,0.22365256220944732,0.18930032569744712
vol03_freq02_amp02,0.863230126636859,0.8361182543295734,0.42910046247658046,0.41157576452267103,0.4251796722541163,0.4274941871175251
vol03_freq03_amp01,0.677093982805692,0.9156421662063168,0.5108738698350639,0.3362534396672381,0.5980313819631075,0.32804957191413386
vol03_freq03_amp02,0.7361878661491941,0.8662290934573738,0.3986975147722053,0.3628806062958341,0.4759980612122666,0.36843909132559566
vol04_freq02_amp01,0.8436590227140974,0.8591431165860494,0.32039557650107703,0.27469339577382773,0.3711658398672268,0.3260036840512341
vol04_freq02_amp02,0.7617823844009786,0.7924514054537822,0.5968582939564697,0.42576186469085747,0.5742088594892764,0.47833215054444633
vol04_freq03_amp01,0.6290076648076752,0.7508746755527899,0.5847110556995335,0.428633609580544,0.6519372109301758,0.47051659275260393
vol04_freq03_amp02,0.6980705458202456,0.6896314653614934,0.44607507535774804,0.5661328129849874,0.5483201323160262,0.5973922699612447
vol05_freq02_amp01,0.9171294291723059,0.9024616087643609,0.2647189533573542,0.20108953303610858,0.28625851290302534,0.2427604045958133
vol05_freq02_amp02,0.8645428989080525,0.8131767964842006,0.20347220883716718,0.397010628464251,0.26690942946288304,0.41865685420347815
vol05_freq03_amp01,1.0809463161996895,1.0669335197035363,0.2843527156692431,0.11083552040540913,0.2408464883345996,0.11526546957682085
vol05_freq03_amp02,0.9116036297009935,0.937600052189319,0.6289906369853335,0.23342332814272881,0.3124425052371704,0.09288799195840397
vol08_freq02_amp01,0.7009330166561561,0.8243895229267089,0.520489454916357,0.2859380768282469,0.592127684910686,0.3607924935908307
vol08_freq02_amp02,0.687422463779785,0.6322726392202835,0.6638976560432106,0.581117630089066,0.6232529677151104,0.6603022531261161
vol08_freq03_amp01,0.5716358073590001,0.6279214452182497,0.7169126239297049,0.507091345526206,0.7312028444851346,0.6322185673801909
vol08_freq03_amp02,0.5263377054921351,0.6586550640814027,0.8234106649632701,0.5815329444298737,0.784477716260644,0.6313584649660422
vol10_freq02_amp01,0.7391627162049437,0.7993605797052036,0.3964061895138127,0.41748963406272105,0.47692323752515564,0.44791055888373654
vol10_freq02_amp02,0.6732636051310805,0.6707700912051626,0.4850884843502058,0.4363142486676418,0.5882735823924862,0.5617805061725869
vol10_freq03_amp01,0.7217791853691419,0.7503862556475432,0.48989282621354086,0.3943423144240207,0.5530960747842677,0.46115380323954364
vol10_freq03_amp02,0.8642696400989377,1.040452636808746,0.2733531627458557,0.6872135572253512,0.12362133792030612,0.23199993562500268
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.7584560991253966,0.7967458790718139,0.470290477580453,0.4067129112638203,0.4878550736541281,0.42953283370304823
std,0.13510588554092037,0.12641160710630403,0.16743719077386604,0.14574526353501538,0.17845618470891483,0.16963892106399484
min,0.5263377054921351,0.6279214452182497,0.19380998678237404,0.11083552040540913,0.12362133792030612,0.09288799195840397
25%,0.6761363883870392,0.6849161218224107,0.32328683763544785,0.3236745989574903,0.3476685632857438,0.32753809994840893
50%,0.7289835257591679,0.7959636560268994,0.4874906552818733,0.41453269929269604,0.5507081035501469,0.4400761589627755
75%,0.8634900050023787,0.8752872222841206,0.5931151608631187,0.5190198786049411,0.6043367784011082,0.5726417801681811
max,1.0809463161996895,1.0669335197035363,0.8234106649632701,0.6872135572253512,0.784477716260644,0.6603022531261161
