,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.754623817230775,0.7705023290358657,0.31997409038529645,0.2970755760718047,0.4387609666690549,0.422806760388768
vol01_freq02_amp02,0.6530352018649063,0.5908280987272174,0.45683793948543233,0.5558596596459824,0.5979675467630747,0.6942589821356135
vol01_freq03_amp01,0.549920294861918,0.6528353057230529,0.5845411814349355,0.4900821207401688,0.7310817237923067,0.5994699906942704
vol01_freq03_amp02,0.5323060224975706,0.6020146363804804,0.6493925702528937,0.580342037642203,0.7453403039760483,0.6803563814513005
vol03_freq02_amp01,0.8987405703181782,0.8297395649140555,0.21328494840967144,0.17709911385053875,0.24672563048405374,0.2733652245790981
vol03_freq02_amp02,0.7389058286220854,0.712640294149501,0.3561717118879477,0.43875871598128297,0.4716995923046431,0.5341790426308406
vol03_freq03_amp01,0.6382883940359444,0.7734142453160436,0.5065156567699911,0.2970007038047896,0.6251784235945428,0.4155963228823746
vol03_freq03_amp02,0.6971553167534845,0.8242786726510194,0.39099143523467184,0.30618350193246036,0.5350723429542311,0.36190234219212175
vol04_freq02_amp01,0.7714295982487225,0.7970348730030155,0.3273620545541144,0.23901927095768505,0.4346889526214922,0.3387415117116602
vol04_freq02_amp02,0.6293142789342847,0.739574909727198,0.5664489499094175,0.3567912801746536,0.6403017800776146,0.4791946671761372
vol04_freq03_amp01,0.5853495742555003,0.6976129664519835,0.5565323020087326,0.4153479109530262,0.6856775577364974,0.5229344699024547
vol04_freq03_amp02,0.5900403741188794,0.6294749770011466,0.5313259171905942,0.509653845505806,0.6695617235314283,0.6383079995313761
vol05_freq02_amp01,0.8169947518092627,0.8169697132919705,0.20101767078348157,0.18694820093041778,0.2888384350064761,0.2907471020641009
vol05_freq02_amp02,0.8445466653279804,0.7795024276821576,0.16663627426934433,0.32434569657479034,0.24566270530713163,0.41518966260847084
vol05_freq03_amp01,0.9225527642053792,0.9892537202114375,0.322287703873404,0.07513389797802068,0.32630440433515046,0.09795872612876018
vol05_freq03_amp02,0.6756311648811025,0.7440771741941606,0.5641346350289211,0.36947898709408233,0.5539138830169767,0.2640735590975732
vol08_freq02_amp01,0.6365689616597532,0.77336077101151,0.5163783643925395,0.26459396046003114,0.6455064705069831,0.4118213107458493
vol08_freq02_amp02,0.5933954411641461,0.5631560187496898,0.601539010343424,0.5716158440490398,0.6956396174460163,0.7195533218811558
vol08_freq03_amp01,0.5371352270830921,0.5850899063897004,0.7108234246588945,0.5295556980005934,0.751484290658121,0.672762945310953
vol08_freq03_amp02,0.503504725017315,0.6018542543510261,0.7448436085413238,0.5571814945291782,0.7905895062290963,0.6497383579021091
vol10_freq02_amp01,0.7011023820723854,0.7241427700218576,0.4237548380089206,0.39109779421950114,0.5447423102813659,0.4745026802096808
vol10_freq02_amp02,0.6094558638437605,0.6474998277938859,0.5043836246854271,0.43259741400893903,0.6618481693024089,0.587823698679264
vol10_freq03_amp01,0.6513194933486072,0.6911432289130807,0.4912291677932575,0.3697908633653773,0.6117326004280916,0.5132754549573414
vol10_freq03_amp02,0.5952645069352545,0.6446982315084462,0.5217545018833903,0.5093184670248943,0.6627509775656741,0.6052473978516025
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.671940884128762,0.7158624548833127,0.4678400659077511,0.3852030023123028,0.5667112464411866,0.4859919963630365
std,0.11494208501878929,0.10118820551474181,0.15459654386641453,0.13859139850741076,0.1622948194904002,0.16183318838949898
min,0.503504725017315,0.5631560187496898,0.16663627426934433,0.07513389797802068,0.24566270530713163,0.09795872612876018
25%,0.5925566744028294,0.6408924178816213,0.34896929755448935,0.2970568580050509,0.46346493589574606,0.39934156860741743
50%,0.6448039436922758,0.7183915320856793,0.5054496407277091,0.3804443287924392,0.6184555120113172,0.4962350610667393
75%,0.7428353257742578,0.7749362909075721,0.5647132137490453,0.5094023116451222,0.6735906820826956,0.6135125482715459
max,0.9225527642053792,0.9892537202114375,0.7448436085413238,0.580342037642203,0.7905895062290963,0.7195533218811558
