0,1
-5.785390241930972e-06,-6.796988329906587e-06
1.6403623494191723e-05,2.1938046824681277e-05
-8.718295169219369e-06,4.146158312889614e-05
-5.871883166615859e-05,3.870875513290016e-05
-9.790626565903932e-05,1.2345987014450468e-05
-9.810075619223718e-05,-2.6891392923404673e-05
-5.2153171787050256e-05,-6.17227993224247e-05
2.5783808018788706e-05,-7.754374660335175e-05
0.0001095663886445411,-6.899411588267376e-05
0.0001723933680214049,-4.011336253928301e-05
0.00019555062866279596,-8.460389149798503e-07
0.00017362563028239125,3.694905144268585e-05
0.00011523632487167511,6.355758394403369e-05
3.896568349754809e-05,7.417986282533426e-05
-3.386490703392114e-05,6.905982036305157e-05
-8.712527270871633e-05,5.188386982395848e-05
-0.00011508179242868996,2.7921069268680363e-05
-0.00012137888398368935,2.0925986279254427e-06
-0.00011235024747683471,-2.2395497586559377e-05
-9.064813540671117e-05,-4.3537282671934064e-05
-5.497283452485846e-05,-5.8796936393265035e-05
-5.1268272893023314e-06,-6.46766863436505e-05
5.3215574745165975e-05,-5.848698033819768e-05
0.0001081498675056886,-4.0563626147661035e-05
0.00014552604143279653,-1.4802619782472397e-05
0.00015463446876053065,1.2867459670274184e-05
0.00013266915578006707,3.67468192396337e-05
8.593363281057656e-05,5.287273083387209e-05
2.7231757821937128e-05,5.941621876354809e-05
-2.9453122367555268e-05,5.65291110256892e-05
-7.442035208516324e-05,4.5893536791125814e-05
-0.0001046330039463878,2.9752893582430244e-05
-0.00012138974844334846,9.864222881520264e-06
-0.000125439813299724,-1.2447048134757191e-05
-0.00011428999575370086,-3.4951114305989205e-05
-8.43589946027088e-05,-5.3515738417949885e-05
-3.572871989424938e-05,-6.306797960319318e-05
2.4947449780822718e-05,-6.0141115874558205e-05
8.556123002268665e-05,-4.505355471770632e-05
0.0001324871930442359,-2.1994028509899932e-05
0.00015487905069706598,3.0958141134123673e-06
0.00014766591345052768,2.521769870285068e-05
0.00011270848746281178,4.163611853819623e-05
5.8176767383306564e-05,5.1379578900587064e-05
-3.689213940007372e-06,5.4225091454321536e-05
-6.0241539588827194e-05,5.0343561794864124e-05
-0.00010243976071539398,4.0321634458443196e-05
-0.00012689618511384972,2.4891410404734745e-05
-0.00013431219707519398,4.7670247094997986e-06
-0.00012578636997528526,-1.861558254802955e-05
-0.00010076558306433132,-4.1931127495468104e-05
-5.869272702177214e-05,-5.995625360458443e-05
-2.5164173899443312e-06,-6.731752127892159e-05
5.93219695811032e-05,-6.086624494589225e-05
0.00011410635494749933,-4.1251477708857696e-05
0.00014866166358895822,-1.3081150884199182e-05
0.000154065553368018,1.6498831174347743e-05
0.00012921787000797015,4.0433392779680434e-05
