,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.7634689091227819,0.7544848867743165,0.30614155447986113,0.31532455481588306,0.421035375920721,0.44200037517674023
vol01_freq02_amp02,0.6500298303617219,0.5801226060885484,0.47189630325925386,0.5790202500470026,0.5992696769093225,0.7143921811756005
vol01_freq03_amp01,0.5721013378228973,0.6709497137028896,0.5673742678448777,0.49099577387413673,0.7100358205232817,0.5987452064519223
vol01_freq03_amp02,0.5357855310313009,0.5886637110081989,0.6448804112557098,0.6019225173970512,0.7437337044676995,0.6847740342398819
vol03_freq02_amp01,0.8850431576373309,0.8566605909251694,0.2258985767120853,0.15621135000360312,0.26823638905753033,0.23402339157563273
vol03_freq02_amp02,0.7286733508088644,0.7263654969188318,0.37666141883858983,0.4236387290062048,0.4869419789484479,0.5189304977021477
vol03_freq03_amp01,0.6348180031216833,0.8308284648694987,0.49581577203091365,0.31093130331982377,0.6162261390113453,0.3811439472028025
vol03_freq03_amp02,0.7209641065112067,0.8425547892073116,0.4078309153197284,0.30826063337360166,0.5172609291805459,0.3512876253693238
vol04_freq02_amp01,0.7328668638023561,0.8051916618100631,0.3312434626874578,0.2458089572259576,0.465315125387828,0.3413296276079477
vol04_freq02_amp02,0.6375906760747644,0.7529232961496313,0.5714995827184997,0.3469132268087466,0.6382900958332217,0.463044594630597
vol04_freq03_amp01,0.6038599631037908,0.7146043014458467,0.5418452308494373,0.38434602227432685,0.6580657522864515,0.4918808491273333
vol04_freq03_amp02,0.6250479726472036,0.6345136222309926,0.5062190889631719,0.5080899593635484,0.6294673839335895,0.6399103532406192
vol05_freq02_amp01,0.7994455769599061,0.8245277420341712,0.19160029586345964,0.19051265436906345,0.2873816614326471,0.29026903289580824
vol05_freq02_amp02,0.850543691958502,0.8172121645120679,0.16831213822882984,0.33201918063310437,0.2424273052188247,0.40181395866208824
vol05_freq03_amp01,0.9222104837353543,0.9737155306824097,0.30398028591093057,0.0984124455248894,0.314779561754187,0.12967655397535413
vol05_freq03_amp02,0.6984143393818953,0.7585028930003698,0.5336683720537255,0.36077888922521967,0.5525988430092427,0.247644319837126
vol08_freq02_amp01,0.6062663353782469,0.7593693164523421,0.5535157420792535,0.26878197794037817,0.6764848693531775,0.4261212824416598
vol08_freq02_amp02,0.5996990360913473,0.5532643815114888,0.6296363673672131,0.5889478027640492,0.6897618227597646,0.7368345195851731
vol08_freq03_amp01,0.5509110252065391,0.5927110775804405,0.7092521668836393,0.5186775042552706,0.7462267402046425,0.6674191962297212
vol08_freq03_amp02,0.499036777593225,0.5788845396706724,0.7380981117436144,0.5908729249509859,0.7873260753583338,0.6896128987310661
vol10_freq02_amp01,0.7132740109303165,0.7291942370537599,0.4269788129893188,0.4137934439116435,0.5241005983063286,0.48423922579322787
vol10_freq02_amp02,0.6073081465832354,0.614674207916325,0.49058952046700854,0.4357034596213469,0.6507488722027387,0.6149914627535651
vol10_freq03_amp01,0.6648842170589881,0.6907214258713843,0.5061282631710767,0.3519729000710049,0.60584206478848,0.5041861060601704
vol10_freq03_amp02,0.5971531587655772,0.6896379768468269,0.5321729176124634,0.4774356486904302,0.6735274032011754,0.4884578109304241
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.6749748542370432,0.7225116097609815,0.4679683158054216,0.3874738378944697,0.562711841210397,0.48094704380816383
std,0.11001545481366679,0.1076650804775521,0.15391099362047864,0.1404297505917959,0.15860447974419992,0.1657182033030343
min,0.499036777593225,0.5532643815114888,0.16831213822882984,0.0984124455248894,0.2424273052188247,0.12967655397535413
25%,0.6028197313506799,0.6295537686523257,0.3653069298008068,0.3102636358332682,0.4815352655582929,0.3736798667444328
50%,0.6438102532182431,0.7277798669862958,0.5009720176009952,0.37256245574977326,0.6110341018999126,0.486348518361826
75%,0.7297217290572373,0.8081967874855642,0.5569803735206595,0.4952693202464896,0.674266769739176,0.6212211853753287
max,0.9222104837353543,0.9737155306824097,0.7380981117436144,0.6019225173970512,0.7873260753583338,0.7368345195851731
