,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.777318732445233,0.8465368595093817,0.34768255326399655,0.3219153576863323,0.4314912956629892,0.37223494574183114
vol01_freq02_amp02,0.6792500495213228,0.636188498752948,0.43726324950004397,0.5893798420936966,0.5622158805441784,0.6627464916434463
vol01_freq03_amp01,0.6158721573017905,0.6606226881502669,0.5583715903864591,0.5516998524544378,0.6719006600829355,0.6207378429207111
vol01_freq03_amp02,0.5252021163715258,0.6401002015754524,0.6647852460437633,0.5969496364190122,0.7582409864805073,0.6388811255618531
vol03_freq02_amp01,0.9249986679842073,0.9355465623616329,0.2000586176637156,0.11366061046394867,0.22941942711727675,0.15155348276982833
vol03_freq02_amp02,0.7716535466876022,0.755156816568134,0.37227888660858355,0.49020779562483385,0.44431327681839716,0.5228546425952701
vol03_freq03_amp01,0.6811457888965122,0.835594226880356,0.5412367534730083,0.3129410801777825,0.5811798349234406,0.37742165423309904
vol03_freq03_amp02,0.7141504321159693,0.795097439592069,0.3859386760297702,0.31592175505476566,0.5132342164169105,0.39009721733229474
vol04_freq02_amp01,0.7714035727550786,0.8163804454381131,0.34235735602384243,0.21102321995051576,0.4403163487110863,0.2894843768453115
vol04_freq02_amp02,0.6626227405031058,0.8010249110124462,0.579009820876587,0.3424822570150808,0.6272155184039644,0.41884084913332237
vol04_freq03_amp01,0.6627745360727083,0.7282079682163429,0.5515536174104729,0.39854884667306373,0.6124772092303953,0.4918226950326335
vol04_freq03_amp02,0.6163566903725856,0.6619419793628308,0.5368295563401894,0.5375751025761074,0.6447964889448768,0.6179601310714816
vol05_freq02_amp01,0.9104787655834622,0.8854027001988962,0.15998924470176978,0.22535138276888214,0.20216213668637967,0.27729916622818035
vol05_freq02_amp02,0.8606980573413173,0.8035846345716275,0.24729451333125926,0.33874775647198924,0.3082923005729526,0.4034642772983281
vol05_freq03_amp01,0.9525052702290661,0.9816906899763562,0.29201638450162287,0.12247126490591992,0.2930280467739817,0.14666308920822446
vol05_freq03_amp02,0.7312717160783433,0.7917931018586684,0.5754178650477131,0.402685744808636,0.5134340102047844,0.2818279861562215
vol08_freq02_amp01,0.6437773344277298,0.7834425027996549,0.5759546684180556,0.29591008478211,0.6452273625940219,0.40983242258763614
vol08_freq02_amp02,0.6276745619252768,0.6000842817812885,0.6419407783435147,0.5955134426637417,0.6711764895747561,0.6916498531155959
vol08_freq03_amp01,0.5738829898235015,0.6448622234144005,0.6941149620947957,0.4933410679684608,0.71810756958473,0.5984051149577603
vol08_freq03_amp02,0.5451076082549281,0.5720477010792479,0.7577193438006853,0.654473236908364,0.7553258013503552,0.7075173115928003
vol10_freq02_amp01,0.7586070905817378,0.736812245810544,0.44179434769886683,0.4956730339898188,0.4935201161724925,0.521250632147763
vol10_freq02_amp02,0.6200662577191526,0.6188627184670213,0.5054220916911895,0.4906315531682088,0.641926915787561,0.622308856829501
vol10_freq03_amp01,0.6715540518950038,0.7519236131767778,0.5337609115882831,0.39268533211754203,0.5990864637783488,0.48012873704832126
vol10_freq03_amp02,0.628617931980145,0.6978162116790217,0.5072565337728338,0.5484613384265844,0.6211966482195566,0.5457838830274693
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.7052912777861376,0.7491967175930617,0.4770853153587926,0.4099271081320765,0.54080354185987,0.4683652827116202
std,0.11673833575391222,0.10722199252292974,0.15662614021020316,0.1528566960571377,0.15847247597449746,0.16331538142513152
min,0.5252021163715258,0.5720477010792479,0.15998924470176978,0.11366061046394867,0.20216213668637967,0.14666308920822446
25%,0.6257724858737458,0.6566825719663003,0.3661298032724368,0.31517658633551987,0.44331404479156944,0.37612497711028203
50%,0.6754020507081633,0.7535402148724559,0.5205087226805585,0.40061729574084987,0.5901331493508948,0.4859757160404774
75%,0.7714660662382096,0.806783587288249,0.5755520658902987,0.5402966615387267,0.6449042073571631,0.618654559033789
max,0.9525052702290661,0.9816906899763562,0.7577193438006853,0.654473236908364,0.7582409864805073,0.7075173115928003
