,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.7051613490457485,0.6675724704047883,0.2640302837419928,0.319555777443401,0.5115730452026094,0.5821405550049503
vol01_freq02_amp02,0.6228838896519118,0.5606138266872928,0.38655919098993036,0.5231926285628896,0.6523659236828774,0.7255742227846743
vol01_freq03_amp01,0.5629093617329484,0.6070365104082921,0.5203300294925178,0.45863482827170204,0.7271441277345762,0.6498075916691315
vol01_freq03_amp02,0.470151359486363,0.5421277443076761,0.621707791910009,0.5619369042817723,0.8203755819002057,0.735535624765195
vol03_freq02_amp01,0.7392809431655246,0.7248635408880088,0.15826474750464697,0.15630229969428677,0.38864229765105385,0.3235456381654899
vol03_freq02_amp02,0.7026896794560451,0.632051609398849,0.2906294819718957,0.3799853196061941,0.4992473194345719,0.6138647152335931
vol03_freq03_amp01,0.563388632426283,0.7191554225528556,0.5259424853109198,0.2471956771947245,0.6928373512237479,0.47049931941217205
vol03_freq03_amp02,0.6389894880272229,0.7068149128241672,0.3776376917051261,0.27409821298363063,0.6133499319995106,0.4668181407910469
vol04_freq02_amp01,0.6722321090459484,0.7208787088606213,0.31329453406404195,0.20102702608250178,0.5538126380022068,0.4204470336777111
vol04_freq02_amp02,0.5724197362999027,0.6834375280309347,0.5748416401958192,0.3177643737868781,0.7060391246409546,0.554878111961861
vol04_freq03_amp01,0.537914841452208,0.7025199418651614,0.545969119318905,0.23313958289083803,0.7389364528457166,0.49955345221433756
vol04_freq03_amp02,0.5721261972551899,0.6339179429686634,0.4884155439468076,0.37615043723821984,0.6940888663585109,0.6096520487340187
vol05_freq02_amp01,0.735447376803034,0.7358180636135964,0.1560603317843579,0.20517345698255798,0.37790363810139704,0.42261957652380033
vol05_freq02_amp02,0.7055117319657646,0.6851407729510514,0.2125023153550093,0.305472599417918,0.4515910681977851,0.5261073552864723
vol05_freq03_amp01,0.8499852337960997,0.9131410450230801,0.19616969360605352,0.05579523760388945,0.27430318213566085,0.09663194107335794
vol05_freq03_amp02,0.5734474012076487,0.6296738599901803,0.5350332709757729,0.3886380294400573,0.7042485007565634,0.6340050471770738
vol08_freq02_amp01,0.5847640786604074,0.6950353734796098,0.49713288258270744,0.24746092984536303,0.7081320539106235,0.5223728768889448
vol08_freq02_amp02,0.5417786845369075,0.5404108816521611,0.6238242634163815,0.4989825462674234,0.7431109762293115,0.7470535083394991
vol08_freq03_amp01,0.5246949260164012,0.6050796118285997,0.6508209225601764,0.42854655420921994,0.7598170441373444,0.6836638389662907
vol08_freq03_amp02,0.4453566098430781,0.5662143137496175,0.702126721643615,0.5043493344323062,0.8212999734036385,0.7079403170711741
vol10_freq02_amp01,0.6181401672976671,0.6922769533294428,0.41104823320112305,0.36921373320331086,0.6277271548626081,0.5462363661228936
vol10_freq02_amp02,0.5459217201709541,0.5757031243678702,0.4782220598157268,0.44725399145842104,0.7370051762565525,0.6926714778297324
vol10_freq03_amp01,0.5851665127986869,0.6708790791561013,0.4844336718136855,0.3099265620616833,0.6929730274994982,0.547591241796204
vol10_freq03_amp02,0.5493806651557837,0.6372399757270869,0.5038026337705868,0.3969923496197054,0.7082423011080285,0.6113046251287595
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.6091559456374053,0.6603168005860711,0.43828331419490874,0.3419495163574539,0.6335319482198147,0.5579381094424327
std,0.09397991002817108,0.08117623551175551,0.1606251156613407,0.12610513966250908,0.1457137105890076,0.14776256325763049
min,0.4453566098430781,0.5404108816521611,0.1560603317843579,0.05579523760388945,0.27430318213566085,0.09663194107335794
25%,0.5485159289095762,0.606547285763369,0.3076282710410054,0.2473946166827034,0.5432527398023075,0.49228991901379615
50%,0.579105739934028,0.6692257747804449,0.48642460788024655,0.34438475532335594,0.6935309469290045,0.5685093334834057
75%,0.6798465016484726,0.7035936846049129,0.5377672330615559,0.4332234135215202,0.7296093898650702,0.6582716534934213
max,0.8499852337960997,0.9131410450230801,0.702126721643615,0.5619369042817723,0.8212999734036385,0.7470535083394991
