,NRMSE_Elbow,NRMSE_Shoulder,Slope_Elbow,Slope_Shoulder,Correlation_Elbow,Correlation_Shoulder
vol01_freq02_amp01,0.8024844971875538,0.8109578142083177,0.33440478229752363,0.34377934975127233,0.39531522844586625,0.39671616591184183
vol01_freq02_amp02,0.7222259546941292,0.6346618971762207,0.5168859569006964,0.5710345788006986,0.5613301325247658,0.6440027125791863
vol01_freq03_amp01,0.6695308050488403,0.7284632001606527,0.4836847000864053,0.5283234347560983,0.5964283480456599,0.5549608624041503
vol01_freq03_amp02,0.5601061039917603,0.6986764653926736,0.6993555367669431,0.5530249931590854,0.7225841284323183,0.5864631722776666
vol03_freq02_amp01,0.9654640789005985,0.9192420112642841,0.23194427646287896,0.189152285548849,0.2387221939071448,0.2163206844961502
vol03_freq02_amp02,0.8693991710506523,0.8173927108151924,0.31881805414614306,0.45218894884730826,0.3532506790009613,0.46176821625635944
vol03_freq03_amp01,0.6931349192952827,0.9570576787162498,0.5277739922368333,0.41241352639243345,0.5777295839708695,0.3514698939978965
vol03_freq03_amp02,0.7689883232492801,0.8773322709234427,0.4304338191670318,0.37393255281266474,0.46253028256869677,0.37658435544467833
vol04_freq02_amp01,0.8503375491718813,0.8837463995639401,0.4149959319720051,0.29374665450971743,0.4364786782640674,0.3179143886046871
vol04_freq02_amp02,0.7435505442974976,0.8230446285956649,0.5633143514090572,0.3729821170174029,0.5564306606063736,0.4241445398327001
vol04_freq03_amp01,0.6964906097684143,0.830914220036504,0.5799124453902819,0.44197954953032564,0.6043919438886127,0.44670718042609764
vol04_freq03_amp02,0.6403307739186381,0.7039814330581327,0.489877872517527,0.5445198798892101,0.5945854258884018,0.5874605043124925
vol05_freq02_amp01,0.9596091866327047,0.8609533793898828,0.13018851280630378,0.1993232237929883,0.14961546732472333,0.25288318098865653
vol05_freq02_amp02,0.9739834379122391,0.8764758904042091,0.12176435563676712,0.3474582770311585,0.14512338993284293,0.37532833620250017
vol05_freq03_amp01,1.009040870913827,1.0783583583428547,0.3843447665350609,0.05735679059055483,0.3276089236452993,0.06031311580172928
vol05_freq03_amp02,0.7265670097467952,0.7945891302226403,0.5809523419299233,0.4099945472463781,0.552062732243703,0.3863086009596593
vol08_freq02_amp01,0.6998613421452331,0.8335949026330536,0.49869314515152374,0.3265983756847523,0.5756106813639885,0.3813254353590967
vol08_freq02_amp02,0.6658992373724933,0.6703024714195687,0.6051893800134578,0.6055686306492007,0.6342846386931763,0.6263078364057556
vol08_freq03_amp01,0.6258999601763189,0.6731934264918119,0.6926401061608747,0.5683869790098202,0.6889264197020252,0.6157604899731164
vol08_freq03_amp02,0.6315029778932556,0.5941978066993419,0.7163928548271226,0.6236630167423804,0.6955133404495746,0.6833618079998843
vol10_freq02_amp01,0.7762787953474657,0.8620566314056728,0.4362319248829436,0.3992169314859215,0.47404456328046024,0.3878408066757261
vol10_freq02_amp02,0.6366803425358096,0.747533844680281,0.5550597613768701,0.3794888315582152,0.6430454113079498,0.4704398601864773
vol10_freq03_amp01,0.7529019175135864,0.8026257497811161,0.5159861036170802,0.35116641899347545,0.5409287972676955,0.411269616582319
vol10_freq03_amp02,0.7521866190868174,0.7778001569453272,0.6032141096991428,0.4422275159980067,0.50488728902613,0.41237915014146764
count,24.0,24.0,24.0,24.0,24.0,24.0
mean,0.7580189594937948,0.8023813532636265,0.4763357950829332,0.4078136420749133,0.5013095391575545,0.43450128807584565
std,0.12302753872871154,0.10957575443808142,0.16084717697800932,0.13904406299066768,0.16144331294920009,0.1469234143387161
min,0.5601061039917603,0.5941978066993419,0.12176435563676712,0.05735679059055483,0.14512338993284293,0.06031311580172928
25%,0.6686229131297536,0.7223427583850227,0.40733314061276904,0.346538545211187,0.4261878158095171,0.3762703506341338
50%,0.7350587770221464,0.8141752625117551,0.507339624384302,0.40460573936614985,0.5542466964250383,0.4118243833618933
75%,0.8144477601836356,0.8656614461553069,0.5801724195251923,0.5323725460393762,0.5984192470063981,0.5628364398725294
max,1.009040870913827,1.0783583583428547,0.7163928548271226,0.6236630167423804,0.7225841284323183,0.6833618079998843
